# This file was automatically generated by https://test.masterlens.org/ and should not be edited by hand. File was created on 2022-11-03.
# "system_name"	 "discovery_date"	 "alternate_name"	 "kind_acronym"	 "discovery_acronym"	 "reference_identifier"	 "ra_hrs"	 "ra_mins"	 "ra_secs"	 "ra_coord"	 "dec_degrees"	 "dec_arcmin"	 "dec_arcsec"	 "dec_coord"	 "lensgrade"	 "number_images"	 "theta_e"	 "theta_e_err"	 "theta_e_quality"	 "z_lens"	 "z_lens_err"	 "z_lens_quality"	 "z_source"	 "z_source_err"	 "z_source_quality"	 "vdisp"	 "vdisp_err"	 "filter_lens"	 "filter_source"	 "fluxes"	 "mag_lens"	 "mag_source"	 "morphology"	 "has_sdss"	 "sdss_link"	 "has_adsabs"	 "adsabs_link"	 "apod_link"	 "vett_status"	 "released_status"	 "hidden_status"	 "vetted"	 "released"	 "hidden"	 "graphic_status"	 "equinox"	 "sdss_ObjID"	 "sdss_specObjID"	 "time_delay0"	 "time_delay1"	 "lens_name"
"Abell 370[J023949-013449]"	 ""	 "Abell 370[J023949-013449]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "49.84"	 39.957673	 "-01"	 "34"	 "49.65"	 -1.580459	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 3.1309	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023949-013451]"	 ""	 "Abell 370[J023949-013451]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "49.9"	 39.957906	 "-01"	 "34"	 "51.64"	 -1.581011	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 3.1309	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023949-013453]"	 ""	 "Abell 370[J023949-013453]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "49.91"	 39.957967	 "-01"	 "34"	 "53.43"	 -1.581508	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 4.3381	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023949-013452]"	 ""	 "Abell 370[J023949-013452]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "49.91"	 39.957971	 "-01"	 "34"	 "52.84"	 -1.581345	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023949-013433]"	 ""	 "Abell 370[J023949-013433]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "49.99"	 39.958296	 "-01"	 "34"	 "33.32"	 -1.575922	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013452]"	 ""	 "Abell 370[J023950-013452]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "50.0"	 39.958316	 "-01"	 "34"	 "52.71"	 -1.581309	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 5.6493	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013435]"	 ""	 "Abell 370[J023950-013435]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.01"	 39.958391	 "-01"	 "34"	 "35.83"	 -1.576619	 "p"	 0	 NaN	 NaN	 0	 0.375	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013445]"	 ""	 "Abell 370[J023950-013445]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "50.02"	 39.95841	 "-01"	 "34"	 "45.74"	 -1.579372	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013454]"	 ""	 "Abell 370[J023950-013454]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "50.06"	 39.958566	 "-01"	 "34"	 "54.12"	 -1.581701	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 5.2437	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013449]"	 ""	 "Abell 370[J023950-013449]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "50.11"	 39.958795	 "-01"	 "34"	 "49.98"	 -1.580549	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 3.7084	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013431]"	 ""	 "Abell 370[J023950-013431]"	 "CLUST-GAL"	 ""	 "MNRAS444(2014)268"	 "02"	 "39"	 "50.21"	 39.959208	 "-01"	 "34"	 "31.5"	 -1.575417	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013416]"	 ""	 "Abell 370[J023950-013416]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "50.34"	 39.959758	 "-01"	 "34"	 "16.97"	 -1.571381	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013500]"	 ""	 "Abell 370[J023950-013500]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.36"	 39.959819	 "-01"	 "35"	 "0.51"	 -1.583475	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013501]"	 ""	 "Abell 370[J023950-013501]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "50.46"	 39.960235	 "-01"	 "35"	 "1.14"	 -1.583651	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 4.2567	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"J0239-0135"	 ""	 "A370"	 "CLUST-GAL"	 ""	 "ApJ896(2020)156"	 "02"	 "39"	 "50.5"	 39.960417	 "-01"	 "35"	 "8.0"	 -1.585556	 "A"	 0	 NaN	 NaN	 0	 0.375	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J0239-0135"
"Abell 370[J023950-013409]"	 ""	 "Abell 370[J023950-013409]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.56"	 39.960667	 "-01"	 "34"	 "9.67"	 -1.569353	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013442]"	 ""	 "Abell 370[J023950-013442]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "50.56"	 39.960682	 "-01"	 "34"	 "42.17"	 -1.57838	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 4.4953	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013427]"	 ""	 "Abell 370[J023950-013427]"	 "CLUST-GAL"	 ""	 "MNRAS444(2014)268"	 "02"	 "39"	 "50.59"	 39.960792	 "-01"	 "34"	 "27.36"	 -1.574267	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013408]"	 ""	 "Abell 370[J023950-013408]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.62"	 39.960909	 "-01"	 "34"	 "8.46"	 -1.569017	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013426]"	 ""	 "Abell 370[J023950-013426]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.66"	 39.961076	 "-01"	 "34"	 "26.76"	 -1.574099	 "p"	 0	 NaN	 NaN	 0	 0.375	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013448]"	 ""	 "Abell 370[J023950-013448]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "50.77"	 39.961533	 "-01"	 "34"	 "48.01"	 -1.580003	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 2.7512	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013422]"	 ""	 "Abell 370[J023950-013422]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.81"	 39.961729	 "-01"	 "34"	 "22.52"	 -1.572922	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013458]"	 ""	 "Abell 370[J023950-013458]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.82"	 39.961733	 "-01"	 "34"	 "58.37"	 -1.582881	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013425]"	 ""	 "Abell 370[J023950-013425]"	 "CLUST-GAL"	 ""	 "MNRAS444(2014)268"	 "02"	 "39"	 "50.86"	 39.961917	 "-01"	 "34"	 "25.67"	 -1.573797	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013459]"	 ""	 "Abell 370[J023950-013459]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.87"	 39.96195	 "-01"	 "34"	 "59.41"	 -1.583169	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013440]"	 ""	 "Abell 370[J023950-013440]"	 "CLUST-GAL"	 ""	 "MNRAS444(2014)268"	 "02"	 "39"	 "50.87"	 39.961958	 "-01"	 "34"	 "40.97"	 -1.578047	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 1.52	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013420]"	 ""	 "Abell 370[J023950-013420]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "50.89"	 39.96204	 "-01"	 "34"	 "20.43"	 -1.572341	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 4.916	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013430]"	 ""	 "Abell 370[J023950-013430]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.91"	 39.962117	 "-01"	 "34"	 "30.86"	 -1.575239	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013505]"	 ""	 "Abell 370[J023950-013505]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.91"	 39.962125	 "-01"	 "35"	 "5.91"	 -1.584975	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013419]"	 ""	 "Abell 370[J023950-013419]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.94"	 39.962232	 "-01"	 "34"	 "19.42"	 -1.572062	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013432]"	 ""	 "Abell 370[J023950-013432]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "50.98"	 39.962409	 "-01"	 "34"	 "32.02"	 -1.575561	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023950-013450]"	 ""	 "Abell 370[J023950-013450]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "50.99"	 39.962443	 "-01"	 "34"	 "50.56"	 -1.58071	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 6.2855	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013456]"	 ""	 "Abell 370[J023951-013456]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "51.05"	 39.962701	 "-01"	 "34"	 "56.11"	 -1.582252	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013509]"	 ""	 "Abell 370[J023951-013509]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "51.05"	 39.962722	 "-01"	 "35"	 "9.61"	 -1.586004	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 4.882	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013358]"	 ""	 "Abell 370[J023951-013358]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "51.11"	 39.962958	 "-01"	 "33"	 "58.0"	 -1.566111	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 1.0315	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013414]"	 ""	 "Abell 370[J023951-013414]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "51.14"	 39.963077	 "-01"	 "34"	 "14.6"	 -1.570721	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013413]"	 ""	 "Abell 370[J023951-013413]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "51.19"	 39.963271	 "-01"	 "34"	 "13.29"	 -1.570358	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013357]"	 ""	 "Abell 370[J023951-013357]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "51.21"	 39.963375	 "-01"	 "33"	 "57.43"	 -1.565953	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 1.0315	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013412]"	 ""	 "Abell 370[J023951-013412]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "51.23"	 39.963472	 "-01"	 "34"	 "12.17"	 -1.570047	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013356]"	 ""	 "Abell 370[J023951-013356]"	 "CLUST-GAL"	 ""	 "MNRAS485(2019)3738"	 "02"	 "39"	 "51.26"	 39.963579	 "-01"	 "33"	 "56.28"	 -1.565633	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 1.0315	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013512]"	 ""	 "Abell 370[J023951-013512]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "51.27"	 39.963619	 "-01"	 "35"	 "12.77"	 -1.58688	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 5.7505	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013410]"	 ""	 "Abell 370[J023951-013410]"	 "CLUST-GAL"	 ""	 "MNRAS444(2014)268"	 "02"	 "39"	 "51.32"	 39.963833	 "-01"	 "34"	 "10.12"	 -1.569478	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013409]"	 ""	 "Abell 370[J023951-013409]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "51.32"	 39.963839	 "-01"	 "34"	 "9.77"	 -1.56938	 "p"	 0	 NaN	 NaN	 0	 0.375	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013517]"	 ""	 "Abell 370[J023951-013517]"	 "CLUST-GAL"	 ""	 "MNRAS469(2017)3946"	 "02"	 "39"	 "51.36"	 39.964016	 "-01"	 "35"	 "17.08"	 -1.588078	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 3.7743	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013416]"	 ""	 "Abell 370[J023951-013416]"	 "CLUST-GAL"	 ""	 "ApJ855(2018)4"	 "02"	 "39"	 "51.45"	 39.964372	 "-01"	 "34"	 "16.85"	 -1.571347	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013441]"	 ""	 "Abell 370[J023951-013441]"	 "CLUST-GAL"	 ""	 "MNRAS444(2014)268"	 "02"	 "39"	 "51.45"	 39.964375	 "-01"	 "34"	 "41.52"	 -1.5782	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 1.0633	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
"Abell 370[J023951-013411]"	 ""	 "Abell 370[J023951-013411]"	 "CLUST-GAL"	 ""	 "MNRAS444(2014)268"	 "02"	 "39"	 "51.48"	 39.9645	 "-01"	 "34"	 "11.67"	 -1.569908	 "p"	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "Abell 370"
