# This file was automatically generated by https://test.masterlens.org/ and should not be edited by hand. File was created on 2022-11-03.
# "system_name"	 "discovery_date"	 "alternate_name"	 "kind_acronym"	 "discovery_acronym"	 "reference_identifier"	 "ra_hrs"	 "ra_mins"	 "ra_secs"	 "ra_coord"	 "dec_degrees"	 "dec_arcmin"	 "dec_arcsec"	 "dec_coord"	 "lensgrade"	 "number_images"	 "theta_e"	 "theta_e_err"	 "theta_e_quality"	 "z_lens"	 "z_lens_err"	 "z_lens_quality"	 "z_source"	 "z_source_err"	 "z_source_quality"	 "vdisp"	 "vdisp_err"	 "filter_lens"	 "filter_source"	 "fluxes"	 "mag_lens"	 "mag_source"	 "morphology"	 "has_sdss"	 "sdss_link"	 "has_adsabs"	 "adsabs_link"	 "apod_link"	 "vett_status"	 "released_status"	 "hidden_status"	 "vetted"	 "released"	 "hidden"	 "graphic_status"	 "equinox"	 "sdss_ObjID"	 "sdss_specObjID"	 "time_delay0"	 "time_delay1"	 "lens_name"
"J1727+1944"	 ""	 "172751+194436"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "27"	 "50.53"	 261.960528	 "+19"	 "44"	 "35.86"	 19.743295	 ""	 0	 0.95	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1727+1944"
"J1728+2736"	 ""	 "SDSSJ1728+2736"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "17"	 "28"	 "37.58"	 262.1566	 "+27"	 "36"	 "31.88"	 27.608856	 ""	 0	 NaN	 NaN	 0	 0.4464	 NaN	 0	 0.9493	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1728+2736"
"J1729+3344"	 ""	 "SDSSJ1729+3344"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "17"	 "29"	 "24.9"	 262.35373	 "+33"	 "44"	 "53.6"	 33.748222	 ""	 0	 NaN	 NaN	 0	 0.4542	 NaN	 0	 1.0591	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1729+3344"
"J1730+5638"	 ""	 "SDSS J173042.33+563821.79"	 "GAL-GAL"	 "SILO"	 "MNRAS477(2018)195"	 "17"	 "30"	 "42.33"	 262.676375	 "+56"	 "38"	 "21.79"	 56.639386	 ""	 0	 NaN	 NaN	 0	 0.0294	 NaN	 0	 0.797	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1730+5638"
"J1731+7436"	 ""	 "173152+743615"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "31"	 "52.41"	 262.968365	 "+74"	 "36"	 "15.38"	 74.604272	 ""	 0	 2.95	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1731+7436"
"J1731+3403"	 ""	 "SDSSJ1731+3403"	 "GAL-GAL"	 "SILO"	 "2021MNRAS.502.4617T"	 "17"	 "31"	 "59.62"	 262.9984	 "+34"	 "03"	 "50.14"	 34.063927	 ""	 0	 NaN	 NaN	 0	 0.5463	 NaN	 0	 1.4818	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1731+3403"
"J1733+0849"	 ""	 "173316+084954"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "33"	 "16.1"	 263.31709	 "+08"	 "49"	 "53.91"	 8.831643	 ""	 0	 1.2	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1733+0849"
"J1735+0940"	 ""	 "173509+094022"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "35"	 "8.97"	 263.787393	 "+09"	 "40"	 "22.2"	 9.672832	 ""	 0	 1.2	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1735+0940"
"J1737+2717"	 ""	 "173703+271724"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "37"	 "3.1"	 264.262899	 "+27"	 "17"	 "24.01"	 27.290003	 ""	 0	 1.25	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1737+2717"
"J1738+0417"	 ""	 "173820+041756"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "38"	 "19.51"	 264.581302	 "+04"	 "17"	 "56.33"	 4.298981	 ""	 0	 1.0	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1738+0417"
"J1739+1203"	 ""	 "173905+120306"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "39"	 "4.83"	 264.77013	 "+12"	 "03"	 "5.99"	 12.051664	 ""	 0	 1.4	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1739+1203"
"J1739+1122"	 ""	 "173915+112257"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "39"	 "15.18"	 264.813269	 "+11"	 "22"	 "56.94"	 11.382484	 ""	 0	 1.7	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1739+1122"
"ACS J173923.28+690706.6"	 "2012-06-15"	 ""	 "GAL-GAL"	 "Serendipitous"	 "arXiv:1206.3412"	 "17"	 "39"	 "23.28"	 264.847	 "+69"	 "07"	 "06.6"	 +69.1185	 "B"	 1	 1.23	 0.01	 1	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 "F814W"	 ""	 NaN	 "20.94"	 ""	 ""	 "1"	 "ra=264.847&amp;amp;dec=+69.1185"	 "1"	 "&amp;amp;object=264.847%2B69.1185"	 ""	 "1"	 "1"	 "0"	 "2014-03-22 13:37:38"	 "2014-03-22 13:37:38"	 "0000-00-00 00:00:00"	 "1"	 "J2000"	 "1237656565432321363"	 ""	 NaN	 NaN	 "ACS J173923.28+690706.6"
"J1740+2211"	 ""	 "174006+221101"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "40"	 "5.84"	 265.024352	 "+22"	 "11"	 "0.87"	 22.183576	 ""	 0	 0.9	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1740+2211"
"ACS J174035.58+690328.1"	 "2012-06-15"	 ""	 "GAL-GAL"	 "Serendipitous"	 "arXiv:1206.3412"	 "17"	 "40"	 "35.58"	 265.14825	 "+69"	 "03"	 "28.1"	 +69.057806	 "A"	 1	 1.12	 0.01	 1	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 "F814W"	 ""	 NaN	 "19.08"	 ""	 ""	 "1"	 "ra=265.14825&amp;amp;dec=+69.057806"	 "1"	 "&amp;amp;object=265.14825%2B69.05780"	 ""	 "1"	 "1"	 "0"	 "2014-03-20 15:17:26"	 "2014-03-20 15:17:26"	 "0000-00-00 00:00:00"	 "1"	 "J2000"	 "1237656565432386753"	 ""	 NaN	 NaN	 "ACS J174035.58+690328.1"
"J1741+3336"	 ""	 "174154+333616"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "41"	 "53.99"	 265.474939	 "+33"	 "36"	 "15.9"	 33.604416	 ""	 0	 4.25	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1741+3336"
"J1742+4027"	 ""	 "174213+402717"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "42"	 "12.59"	 265.55245	 "+40"	 "27"	 "17.13"	 40.454758	 ""	 0	 1.55	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1742+4027"
"J1752+0938"	 ""	 "175243+093822"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "52"	 "43.05"	 268.179389	 "+09"	 "38"	 "21.53"	 9.639313	 ""	 0	 1.3	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1752+0938"
"J1754+2140"	 ""	 "175443398+214054818"	 "GAL-QSO"	 "Gaia GraL"	 "A&amp;A622A(2019)165"	 "17"	 "54"	 "43.4"	 268.680823	 "+21"	 "40"	 "54.73"	 21.681869	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1754+2140"
"J1755+6315"	 ""	 "175526+631504"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "55"	 "25.73"	 268.857193	 "+63"	 "15"	 "3.78"	 63.251051	 ""	 0	 1.1	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1755+6315"
"J1758+1917"	 ""	 "175826+191732"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "58"	 "26.13"	 269.608868	 "+19"	 "17"	 "32.5"	 19.292361	 ""	 0	 1.25	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1758+1917"
"J1759+3459"	 ""	 "175918+345928"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "17"	 "59"	 "18.0"	 269.825014	 "+34"	 "59"	 "28.35"	 34.991208	 ""	 0	 1.15	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1759+3459"
"J1802+2441"	 ""	 "180257+244143"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "02"	 "56.93"	 270.737205	 "+24"	 "41"	 "43.46"	 24.695406	 ""	 0	 2.15	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1802+2441"
"HST J18078+4600"	 "1999-05-01"	 "HST 18078+4600"	 "GRP-GAL"	 "Serendipitous"	 "AstronJ117(1999)2010"	 "18"	 "07"	 "46"	 271.94167	 "+45"	 "59"	 "56"	 +45.99889	 "C"	 2	 0.91	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "1"	 "&amp;amp;object=271.94167%2B45.99889"	 ""	 "0"	 "0"	 "0"	 "0000-00-00 00:00:00"	 "0000-00-00 00:00:00"	 "0000-00-00 00:00:00"	 "1"	 "J2000"	 ""	 ""	 NaN	 NaN	 "HST J18078+4600"
"J1809+1601"	 ""	 "180901+160103"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "09"	 "0.99"	 272.254121	 "+16"	 "01"	 "3.05"	 16.017515	 ""	 0	 1.55	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1809+1601"
"J1810+7425"	 ""	 "181045+742546"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "10"	 "44.83"	 272.686785	 "+74"	 "25"	 "46.25"	 74.429515	 ""	 0	 1.0	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1810+7425"
"J1813+7054"	 ""	 "181400+705410"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "13"	 "59.91"	 273.499637	 "+70"	 "54"	 "10.37"	 70.902881	 ""	 0	 1.2	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1813+7054"
"J1817+2729"	 ""	 "J1817+2729"	 "GAL-QSO"	 "Gaia GraL"	 "A&amp;A622A(2019)165"	 "18"	 "17"	 "30.85"	 274.378545	 "+27"	 "29"	 "40.08"	 27.494468	 ""	 0	 1.07	 0.035	 1	 NaN	 NaN	 0	 3.07	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1817+2729"
"J1821+2756"	 ""	 "182159+275657"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "21"	 "58.6"	 275.494183	 "+27"	 "56"	 "56.8"	 27.949111	 ""	 0	 1.2	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1821+2756"
"J1822-5414"	 ""	 "182244519&ndash;541451730"	 "GAL-QSO"	 "Gaia GraL"	 "A&amp;A622A(2019)165"	 "18"	 "22"	 "44.52"	 275.685519	 "-54"	 "14"	 "51.72"	 -54.247701	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1822-5414"
"J1823+5001"	 ""	 "182301+500140"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "23"	 "0.73"	 275.753046	 "+50"	 "01"	 "39.59"	 50.027664	 ""	 0	 1.0	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1823+5001"
"J1831+5447"	 ""	 "J1831+5447"	 "GAL-QSO"	 ""	 "MNRAS479(2018)5060"	 "18"	 "31"	 "27.26"	 277.8636	 "+54"	 "47"	 "58.74"	 54.79965	 ""	 0	 1.1	 1.1	 1	 NaN	 NaN	 0	 1.07	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1831+5447"
"J1832+4916"	 ""	 "183204+491637"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "32"	 "3.83"	 278.015957	 "+49"	 "16"	 "36.8"	 49.276889	 ""	 0	 0.95	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1832+4916"
"J1832-6017"	 ""	 "J18322937&minus;6017262"	 ""	 "MNELLS"	 "MNRAS494(2020)271"	 "18"	 "32"	 "29.37"	 278.122375	 "-60"	 "17"	 "26.2"	 -60.290611	 ""	 0	 NaN	 NaN	 0	 0.0517	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1832-6017"
"J1832+5349"	 ""	 "183230+534914"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "32"	 "29.68"	 278.123646	 "+53"	 "49"	 "14.16"	 53.8206	 ""	 0	 1.5	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1832+5349"
"PKS1830-211"	 "1988-03-01"	 ""	 "GAL-QSO"	 "Serendipitous"	 "MNRAS231(1988)229"	 "18"	 "33"	 "39"	 278.4125	 "-21"	 "03"	 "39.000"	 -21.06083	 "A"	 2	 2.13	 0.01	 1	 0.89	 0.01	 1	 2.51	 0.01	 1	 NaN	 NaN	 "I"	 "I"	 NaN	 "21.42"	 "22.27"	 ""	 "0"	 "ra=278.4125&amp;amp;dec=-21.06083"	 "1"	 "&amp;amp;object=278.4125%2D21.06083"	 ""	 "1"	 "1"	 "0"	 "2014-04-15 02:47:42"	 "2014-04-15 02:47:42"	 "0000-00-00 00:00:00"	 "1"	 "J2000"	 ""	 ""	 NaN	 NaN	 "PKS1830-211"
"PMN J1838-3427"	 "2000-12-01"	 ""	 "GAL-QSO"	 "Serendipitous"	 "AstronJ120(2000)2868"	 "18"	 "38"	 "28"	 279.61667	 "-34"	 "27"	 "41.000"	 -34.46139	 "A"	 2	 3.26	 0.01	 1	 0.36	 0.08	 1	 2.78	 0.01	 1	 NaN	 NaN	 "I"	 "I"	 NaN	 "21.22"	 "19.1"	 ""	 "0"	 ""	 "1"	 "&amp;amp;object=279.61667%2D34.46139"	 ""	 "1"	 "1"	 "0"	 "2014-04-15 03:46:37"	 "2014-04-15 03:46:37"	 "0000-00-00 00:00:00"	 "2"	 "J2000"	 ""	 ""	 NaN	 NaN	 "PMN J1838-3427"
"J1838+5203"	 ""	 "183852+520350"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "38"	 "52.43"	 279.718445	 "+52"	 "03"	 "49.73"	 52.063814	 ""	 0	 1.55	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1838+5203"
"J1839+4541"	 ""	 "183916+454103"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "39"	 "16.36"	 279.818168	 "+45"	 "41"	 "3.26"	 45.684238	 ""	 0	 1.5	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1839+4541"
"J1842+4421"	 ""	 "184256+442102"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "42"	 "55.98"	 280.733259	 "+44"	 "21"	 "2.04"	 44.350567	 ""	 0	 1.55	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1842+4421"
"J1846+3520"	 ""	 "184624+352002"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "46"	 "23.8"	 281.599148	 "+35"	 "20"	 "1.55"	 35.333764	 ""	 0	 1.2	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1846+3520"
"J1850+4411"	 ""	 "185008+441126"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "50"	 "8.01"	 282.533367	 "+44"	 "11"	 "25.57"	 44.190435	 ""	 0	 1.35	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1850+4411"
"J1858+4755"	 ""	 "185824+475553"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "18"	 "58"	 "24.04"	 284.600174	 "+47"	 "55"	 "52.78"	 47.931329	 ""	 0	 1.8	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1858+4755"
"J1900+5223"	 ""	 "190003+522319"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "19"	 "00"	 "2.94"	 285.012245	 "+52"	 "23"	 "19.24"	 52.388677	 ""	 0	 1.4	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1900+5223"
"J1904+5750"	 ""	 "190433+575031"	 "GAL-QSO"	 ""	 "MNRAS486(2019)4987"	 "19"	 "04"	 "33.39"	 286.139132	 "+57"	 "50"	 "30.58"	 57.841829	 ""	 0	 1.6	 NaN	 2	 NaN	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1904+5750"
"J1916-4012"	 ""	 "J19163258&minus;4012332"	 ""	 "MNELLS"	 "MNRAS494(2020)271"	 "19"	 "16"	 "32.58"	 289.13575	 "-40"	 "12"	 "33.2"	 -40.209222	 ""	 0	 NaN	 NaN	 0	 0.0186	 NaN	 0	 NaN	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1916-4012"
"J1917-3332"	 ""	 "PLCKG004-19-2704"	 "CLUST-GAL"	 "RELICS"	 "ApJ889(2020)189"	 "19"	 "17"	 "3.65"	 289.265208	 "-33"	 "32"	 "40.23"	 -33.544508	 ""	 0	 NaN	 NaN	 0	 NaN	 NaN	 0	 6.9	 NaN	 0	 NaN	 NaN	 ""	 ""	 NaN	 ""	 ""	 ""	 "0"	 ""	 "0"	 ""	 ""	 "0"	 "1"	 "0"	 ""	 ""	 ""	 "0"	 "J2000"	 ""	 ""	 NaN	 NaN	 "J1917-3332"
